word_table_index,word_section,word_object,word_row,word_col,module,excel_sheet,excel_section,excel_object,excel_row,excel_col,value,reason
2,仪器压力状态检测,真空及压力检测,7,2,M1,1,仪器压力状态检测,真空及压力检测,62,5,55-110,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,7,3,M1,1,仪器压力状态检测,真空及压力检测,62,11,92.6,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,7,4,M1,1,仪器压力状态检测,真空及压力检测,62,14,通过,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,8,2,M1,1,仪器压力状态检测,真空及压力检测,63,5,<-15,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,8,3,M1,1,仪器压力状态检测,真空及压力检测,63,11,/,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,8,4,M1,1,仪器压力状态检测,真空及压力检测,63,14,不通过,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,9,2,M1,1,仪器压力状态检测,真空及压力检测,64,5,-27~-30,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,9,3,M1,1,仪器压力状态检测,真空及压力检测,64,11,/,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,9,4,M1,1,仪器压力状态检测,真空及压力检测,64,14,不通过,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,10,2,M1,1,仪器压力状态检测,真空及压力检测,65,5,-27~-30,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,10,3,M1,1,仪器压力状态检测,真空及压力检测,65,11,/,章节+名称+表头匹配后按行键复制
2,仪器压力状态检测,真空及压力检测,10,4,M1,1,仪器压力状态检测,真空及压力检测,65,14,不通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,3,2,M1,1,仪器基本状态检查,仪器基本状态检查,40,5,状态要求,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,3,3,M1,1,仪器基本状态检查,仪器基本状态检查,40,11,实际状态,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,3,4,M1,1,仪器基本状态检查,仪器基本状态检查,40,14,结论,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,4,2,M1,1,仪器基本状态检查,仪器基本状态检查,41,5,正常,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,4,3,M1,1,仪器基本状态检查,仪器基本状态检查,41,11,合格,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,4,4,M1,1,仪器基本状态检查,仪器基本状态检查,41,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,5,2,M1,1,仪器基本状态检查,仪器基本状态检查,42,5,正常,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,5,3,M1,1,仪器基本状态检查,仪器基本状态检查,42,11,合格,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,5,4,M1,1,仪器基本状态检查,仪器基本状态检查,42,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,6,2,M1,1,仪器基本状态检查,仪器基本状态检查,43,5,正常,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,6,3,M1,1,仪器基本状态检查,仪器基本状态检查,43,11,合格,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,6,4,M1,1,仪器基本状态检查,仪器基本状态检查,43,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,7,2,M1,1,仪器基本状态检查,仪器基本状态检查,44,5,正常,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,7,3,M1,1,仪器基本状态检查,仪器基本状态检查,44,11,合格,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,7,4,M1,1,仪器基本状态检查,仪器基本状态检查,44,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,8,2,M1,1,仪器基本状态检查,仪器基本状态检查,45,5,正常,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,8,3,M1,1,仪器基本状态检查,仪器基本状态检查,45,11,/,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,8,4,M1,1,仪器基本状态检查,仪器基本状态检查,45,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,9,2,M1,1,仪器基本状态检查,仪器基本状态检查,46,5,37±0.3,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,9,3,M1,1,仪器基本状态检查,仪器基本状态检查,46,11,37,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,9,4,M1,1,仪器基本状态检查,仪器基本状态检查,46,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,10,2,M1,1,仪器基本状态检查,仪器基本状态检查,47,5,2.0~8.0,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,10,3,M1,1,仪器基本状态检查,仪器基本状态检查,47,11,3,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,10,4,M1,1,仪器基本状态检查,仪器基本状态检查,47,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,11,2,M1,1,仪器基本状态检查,仪器基本状态检查,48,5,2.0~8.0,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,11,3,M1,1,仪器基本状态检查,仪器基本状态检查,48,11,3,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,11,4,M1,1,仪器基本状态检查,仪器基本状态检查,48,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,12,2,M1,1,仪器基本状态检查,仪器基本状态检查,49,5,15~35,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,12,3,M1,1,仪器基本状态检查,仪器基本状态检查,49,11,25.6,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,12,4,M1,1,仪器基本状态检查,仪器基本状态检查,49,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,13,2,M1,1,仪器基本状态检查,仪器基本状态检查,50,5,37~47,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,13,3,M1,1,仪器基本状态检查,仪器基本状态检查,50,11,42.2,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,13,4,M1,1,仪器基本状态检查,仪器基本状态检查,50,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,14,2,M1,1,仪器基本状态检查,仪器基本状态检查,51,5,29~39,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,14,3,M1,1,仪器基本状态检查,仪器基本状态检查,51,11,34.3,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,14,4,M1,1,仪器基本状态检查,仪器基本状态检查,51,14,通过,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,15,2,M1,1,仪器基本状态检查,仪器基本状态检查,52,5,15~37,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,15,3,M1,1,仪器基本状态检查,仪器基本状态检查,52,11,27.1,章节+名称+表头匹配后按行键复制
3,仪器基本状态检查,仪器基本状态检查,15,4,M1,1,仪器基本状态检查,仪器基本状态检查,52,14,通过,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,4,2,M1,1,主机位置校准,S1样本针单元位置校准,72,9,-2450,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,5,2,M1,1,主机位置校准,S1样本针单元位置校准,73,9,-3517,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,6,2,M1,1,主机位置校准,S1样本针单元位置校准,74,9,364,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,7,2,M1,1,主机位置校准,S1样本针单元位置校准,75,9,97,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,8,2,M1,1,主机位置校准,S1样本针单元位置校准,76,9,6229,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,9,2,M1,1,主机位置校准,S1样本针单元位置校准,77,9,6920,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,11,2,M1,1,主机位置校准,S2样本针单元位置校准,80,9,3398,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,12,2,M1,1,主机位置校准,S2样本针单元位置校准,81,9,5966,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,13,2,M1,1,主机位置校准,S2样本针单元位置校准,82,9,-354,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,14,2,M1,1,主机位置校准,S2样本针单元位置校准,83,9,93,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,15,2,M1,1,主机位置校准,S2样本针单元位置校准,84,9,-5297,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,16,2,M1,1,主机位置校准,S2样本针单元位置校准,85,9,-6159,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,18,2,M1,1,主机位置校准,ISE样本针单元位置校准（如选配）,88,9,4558,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,19,2,M1,1,主机位置校准,ISE样本针单元位置校准（如选配）,89,9,2690,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,20,2,M1,1,主机位置校准,ISE样本针单元位置校准（如选配）,90,9,1142,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,21,2,M1,1,主机位置校准,ISE样本针单元位置校准（如选配）,91,9,121,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,22,2,M1,1,主机位置校准,ISE样本针单元位置校准（如选配）,92,9,-840,章节+名称+表头匹配后按行键复制
5,主机位置校准,主机位置校准,23,2,M1,1,主机位置校准,ISE样本针单元位置校准（如选配）,93,9,-1618,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,2,M1,1,暗电流检测,内圈暗电流测试,98,2,340,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,3,M1,1,暗电流检测,内圈暗电流测试,98,3,380,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,4,M1,1,暗电流检测,内圈暗电流测试,98,4,412,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,5,M1,1,暗电流检测,内圈暗电流测试,98,5,450,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,6,M1,1,暗电流检测,内圈暗电流测试,98,6,480,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,7,M1,1,暗电流检测,内圈暗电流测试,98,7,505,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,8,M1,1,暗电流检测,内圈暗电流测试,98,8,546,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,9,M1,1,暗电流检测,内圈暗电流测试,98,9,570,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,10,M1,1,暗电流检测,内圈暗电流测试,98,10,605,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,11,M1,1,暗电流检测,内圈暗电流测试,98,11,630,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,12,M1,1,暗电流检测,内圈暗电流测试,98,12,660,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,13,M1,1,暗电流检测,内圈暗电流测试,98,13,700,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,14,M1,1,暗电流检测,内圈暗电流测试,98,14,740,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,15,M1,1,暗电流检测,内圈暗电流测试,98,15,770,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,16,M1,1,暗电流检测,内圈暗电流测试,98,16,800,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,3,17,M1,1,暗电流检测,内圈暗电流测试,98,17,850,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,2,M1,1,暗电流检测,内圈暗电流测试,99,2,8,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,3,M1,1,暗电流检测,内圈暗电流测试,99,3,8,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,4,M1,1,暗电流检测,内圈暗电流测试,99,4,11,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,5,M1,1,暗电流检测,内圈暗电流测试,99,5,8,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,6,M1,1,暗电流检测,内圈暗电流测试,99,6,9,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,7,M1,1,暗电流检测,内圈暗电流测试,99,7,9,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,8,M1,1,暗电流检测,内圈暗电流测试,99,8,9,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,9,M1,1,暗电流检测,内圈暗电流测试,99,9,10,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,10,M1,1,暗电流检测,内圈暗电流测试,99,10,9,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,11,M1,1,暗电流检测,内圈暗电流测试,99,11,7,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,12,M1,1,暗电流检测,内圈暗电流测试,99,12,14,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,13,M1,1,暗电流检测,内圈暗电流测试,99,13,8,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,14,M1,1,暗电流检测,内圈暗电流测试,99,14,9,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,15,M1,1,暗电流检测,内圈暗电流测试,99,15,11,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,16,M1,1,暗电流检测,内圈暗电流测试,99,16,11,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,4,17,M1,1,暗电流检测,内圈暗电流测试,99,17,10,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,2,M1,1,暗电流检测,内圈暗电流测试,100,2,0.47,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,3,M1,1,暗电流检测,内圈暗电流测试,100,3,0.5,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,4,M1,1,暗电流检测,内圈暗电流测试,100,4,0.15,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,5,M1,1,暗电流检测,内圈暗电流测试,100,5,0.12,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,6,M1,1,暗电流检测,内圈暗电流测试,100,6,0.09,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,7,M1,1,暗电流检测,内圈暗电流测试,100,7,0.09,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,8,M1,1,暗电流检测,内圈暗电流测试,100,8,0.09,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,9,M1,1,暗电流检测,内圈暗电流测试,100,9,0.09,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,10,M1,1,暗电流检测,内圈暗电流测试,100,10,0.08,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,11,M1,1,暗电流检测,内圈暗电流测试,100,11,0.08,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,12,M1,1,暗电流检测,内圈暗电流测试,100,12,0.08,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,13,M1,1,暗电流检测,内圈暗电流测试,100,13,0.07,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,14,M1,1,暗电流检测,内圈暗电流测试,100,14,0.08,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,15,M1,1,暗电流检测,内圈暗电流测试,100,15,0.08,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,16,M1,1,暗电流检测,内圈暗电流测试,100,16,0.07,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,5,17,M1,1,暗电流检测,内圈暗电流测试,100,17,0.08,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,6,2,M1,1,暗电流检测,内圈暗电流测试,101,2,1 各路暗电流均值大于-200，小于200,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,8,2,M1,1,暗电流检测,内圈暗电流测试,103,2,■ Pass,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,2,M1,1,暗电流检测,外圈暗电流测试,106,2,340,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,3,M1,1,暗电流检测,外圈暗电流测试,106,3,380,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,4,M1,1,暗电流检测,外圈暗电流测试,106,4,412,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,5,M1,1,暗电流检测,外圈暗电流测试,106,5,450,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,6,M1,1,暗电流检测,外圈暗电流测试,106,6,480,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,7,M1,1,暗电流检测,外圈暗电流测试,106,7,505,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,8,M1,1,暗电流检测,外圈暗电流测试,106,8,546,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,9,M1,1,暗电流检测,外圈暗电流测试,106,9,570,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,10,M1,1,暗电流检测,外圈暗电流测试,106,10,605,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,11,M1,1,暗电流检测,外圈暗电流测试,106,11,630,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,12,M1,1,暗电流检测,外圈暗电流测试,106,12,660,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,13,M1,1,暗电流检测,外圈暗电流测试,106,13,700,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,14,M1,1,暗电流检测,外圈暗电流测试,106,14,740,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,15,M1,1,暗电流检测,外圈暗电流测试,106,15,770,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,16,M1,1,暗电流检测,外圈暗电流测试,106,16,800,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,11,17,M1,1,暗电流检测,外圈暗电流测试,106,17,850,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,2,M1,1,暗电流检测,外圈暗电流测试,107,2,5,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,3,M1,1,暗电流检测,外圈暗电流测试,107,3,9,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,4,M1,1,暗电流检测,外圈暗电流测试,107,4,9,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,5,M1,1,暗电流检测,外圈暗电流测试,107,5,12,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,6,M1,1,暗电流检测,外圈暗电流测试,107,6,11,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,7,M1,1,暗电流检测,外圈暗电流测试,107,7,9,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,8,M1,1,暗电流检测,外圈暗电流测试,107,8,10,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,9,M1,1,暗电流检测,外圈暗电流测试,107,9,9,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,10,M1,1,暗电流检测,外圈暗电流测试,107,10,10,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,11,M1,1,暗电流检测,外圈暗电流测试,107,11,11,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,12,M1,1,暗电流检测,外圈暗电流测试,107,12,12,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,13,M1,1,暗电流检测,外圈暗电流测试,107,13,11,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,14,M1,1,暗电流检测,外圈暗电流测试,107,14,6,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,15,M1,1,暗电流检测,外圈暗电流测试,107,15,11,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,16,M1,1,暗电流检测,外圈暗电流测试,107,16,14,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,12,17,M1,1,暗电流检测,外圈暗电流测试,107,17,12,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,2,M1,1,暗电流检测,外圈暗电流测试,108,2,0.49,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,3,M1,1,暗电流检测,外圈暗电流测试,108,3,0.49,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,4,M1,1,暗电流检测,外圈暗电流测试,108,4,0.15,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,5,M1,1,暗电流检测,外圈暗电流测试,108,5,0.12,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,6,M1,1,暗电流检测,外圈暗电流测试,108,6,0.1,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,7,M1,1,暗电流检测,外圈暗电流测试,108,7,0.09,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,8,M1,1,暗电流检测,外圈暗电流测试,108,8,0.1,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,9,M1,1,暗电流检测,外圈暗电流测试,108,9,0.09,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,10,M1,1,暗电流检测,外圈暗电流测试,108,10,0.08,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,11,M1,1,暗电流检测,外圈暗电流测试,108,11,0.08,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,12,M1,1,暗电流检测,外圈暗电流测试,108,12,0.07,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,13,M1,1,暗电流检测,外圈暗电流测试,108,13,0.08,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,14,M1,1,暗电流检测,外圈暗电流测试,108,14,0.07,章节+名称+表头匹配后按行键复制
6,暗电流检测,内圈暗电流测试,13,15,M1,1,暗电流检测,外圈暗电流测试,108,15,0.08,章节+名称+表头匹配后按行键复制
